Plot,Time,Treatment,Direction,Meter,Invasive,Veg Type,Species,Height,Browsed,NOTES
77,5,F,230,10,Native,Tree,winged elm ,40,,
77,5,F,230,11,na,na,bare ground,-,,
77,5,F,230,12,na,na,bare ground,-,,
77,5,F,230,13,Native,Tree/Shrub,ash,25,,
77,5,F,230,14,na,na,litter,-,,
77,5,F,230,15,na,na,litter,-,,
77,5,F,230,16,Native,Grass,sedge,10,,
77,5,F,230,17,Native,Grass,sedge,20,,
77,5,F,230,18,Native,forb,bluntleaf bedstraw,10,,
77,5,F,230,19,na,na,litter,-,,
77,5,F,230,20,Native,Grass,panicum grass,40,,
77,5,F,230,21,Native,Grass,love grass,35,,
77,5,F,230,22,Native,Grass,sedge,10,,
77,5,F,230,23,na,na,bare ground,-,,
77,5,F,230,24,Native,Vine,blackberry,10,,
77,5,F,230,25,na,na,bare ground,-,,
77,5,F,230,26,na,na,coarse woody debris,-,,
77,5,F,230,27,na,na,litter,-,,
77,5,F,230,28,Native,Tree,willow oak,10,,
77,5,F,230,29,Native,Grass,sedge,50,,
77,5,F,230,30,na,na,litter,-,,
77,5,F,230,31,Native,Grass,love grass,30,,
77,5,F,230,32,na,na,litter,-,,
77,5,F,230,33,na,na,litter,-,,
77,5,F,230,34,na,na,litter,-,,
77,5,F,230,35,Native,forb,violet,10,,
77,5,F,230,36,Native,Grass,love grass,30,,
77,5,F,230,37,na,na,litter,-,,
77,5,F,230,38,na,na,litter,-,,
77,5,F,230,39,Native,Grass,love grass,40,,
77,5,F,230,40,na,na,coarse woody debris,-,,
77,5,F,230,41,na,na,litter,-,,
77,5,F,230,42,Native,Grass,love grass,30,,
77,5,F,230,43,na,na,litter,-,,
77,5,F,230,44,Native,forb,violet,10,,
77,5,F,230,45,Native,Grass,love grass,30,,
77,5,F,230,46,Native,Grass,love grass,40,,
77,5,F,230,47,Native,forb,violet,5,,
77,5,F,230,48,na,na,litter,-,,
77,5,F,230,49,Native,Grass,love grass,35,,
77,5,F,230,50,na,na,litter,-,,
77,5,F,260,1,na,na,bare ground,-,,
77,5,F,260,2,na,na,bare ground,-,,
77,5,F,260,3,na,na,bare ground,-,,
77,5,F,260,4,Native,forb,snakeroot,12,,
77,5,F,260,5,na,na,coarse woody debris,-,,
77,5,F,260,6,na,na,coarse woody debris,-,,
77,5,F,260,7,Native,Grass,sedge,30,,
77,5,F,260,8,Native,Grass,spike grass,35,,
77,5,F,260,9,Native,Grass,spike grass,20,,
77,5,F,260,10,Native,Grass,sedge,10,,
77,5,F,260,11,Native,Grass,sedge,10,,
77,5,F,260,12,na,na,bare ground,-,,
77,5,F,260,13,na,na,litter,-,,
77,5,F,260,14,na,na,litter,-,,
77,5,F,260,15,na,na,litter,-,,
77,5,F,260,16,na,na,litter,-,,
77,5,F,260,17,na,na,litter,-,,
77,5,F,260,18,na,na,coarse woody debris,-,,
77,5,F,260,19,na,na,coarse woody debris,-,,
77,5,F,260,20,Native,Tree,winged elm ,5,,
77,5,F,260,21,na,na,coarse woody debris,-,,
77,5,F,260,22,na,na,coarse woody debris,-,,
77,5,F,260,23,na,na,bare ground,-,,
77,5,F,260,24,Native,forb,bluntleaf bedstraw,12,,
77,5,F,260,25,na,na,litter,-,,
77,5,F,260,26,na,na,bare ground,-,,
77,5,F,260,27,na,na,litter,-,,
77,5,F,260,28,na,na,litter,-,,
77,5,F,260,29,Native,Grass,spike grass,15,,
77,5,F,260,30,na,na,coarse woody debris,-,,
77,5,F,260,31,na,na,bare ground,-,,
77,5,F,260,32,na,na,bare ground,-,,
77,5,F,260,33,Native,forb,tick trefoil,25,,
77,5,F,260,34,Native,Grass,sedge,10,,
77,5,F,260,35,na,na,bare ground,-,,
77,5,F,260,36,Native,Tree/Shrub,pawpaw,120,,
77,5,F,260,37,na,na,bare ground,-,,
77,5,F,260,38,na,na,bare ground,-,,
77,5,F,260,39,Native,Grass,sedge,10,,
77,5,F,260,40,na,na,litter,-,,
77,5,F,260,41,na,na,litter,-,,
77,5,F,260,42,Native,Vine,poison ivy,4,,
77,5,F,260,43,na,na,bare ground,-,,
77,5,F,260,44,na,na,bare ground,-,,
77,5,F,260,45,Native,Grass,sedge,15,,
77,5,F,260,46,Native,Grass,sedge,10,,
77,5,F,260,47,Native,Grass,sedge,25,,
77,5,F,260,48,Native,Grass,spike grass,32,,
77,5,F,260,49,na,na,bare ground,-,,
77,5,F,260,50,Native,Vine,peppervine,4,,
77,5,F,215,1,na,na,bare ground,-,,
77,5,F,215,2,na,na,bare ground,-,,
77,5,F,215,3,na,na,bare ground,-,,
77,5,F,215,4,na,na,bare ground,-,,
77,5,F,215,5,na,na,bare ground,-,,
77,5,F,215,6,na,na,bare ground,-,,
77,5,F,215,7,na,na,bare ground,-,,
77,5,F,215,8,na,na,bare ground,-,,
77,5,F,215,9,na,na,bare ground,-,,
77,5,F,215,10,Native,Grass,sedge,5,,
77,5,F,215,11,Native,Grass,dichanthelium,15,,
77,5,F,215,12,Native,forb,tick trefoil,25,,
77,5,F,215,13,Native,forb,tick trefoil,25,,
77,5,F,215,14,Native,Grass,sedge,13,,
77,5,F,215,15,Native,forb,yellow woodsorrel,5,,
77,5,F,215,16,Native,forb,tick trefoil,10,,
77,5,F,215,17,Native,Grass,sedge,3,,
77,5,F,215,18,na,na,bare ground,-,,
77,5,F,215,19,Native,Tree/Shrub,persimmon,11,,
77,5,F,215,20,Native,forb,tick trefoil,35,,
77,5,F,215,21,na,na,litter,-,,
77,5,F,215,22,na,na,litter,-,,
77,5,F,215,23,Native,Tree/Shrub,ash,30,,
77,5,F,215,24,na,na,bare ground,-,,
77,5,F,215,25,Native,Tree/Shrub,ash,28,,
77,5,F,215,26,na,na,bare ground,-,,
77,5,F,215,27,na,na,bare ground,-,,
77,5,F,215,28,na,na,bare ground,-,,
77,5,F,215,29,Native,Grass,dichanthelium,20,,
77,5,F,215,30,Native,Grass,sedge,35,,
77,5,F,215,31,Native,Grass,dichanthelium,15,,
77,5,F,215,32,na,na,litter,-,,
77,5,F,215,33,na,na,litter,-,,
77,5,F,215,34,na,na,litter,-,,
77,5,F,215,35,na,na,litter,-,,
77,5,F,215,36,na,na,litter,-,,
77,5,F,215,37,Native,Grass,sedge,18,,
77,5,F,215,38,Native,Grass,switchcane,28,,
77,5,F,215,39,Native,Grass,switchcane,26,,
77,5,F,215,40,na,na,litter,-,,
77,5,F,215,41,na,na,litter,-,,
77,5,F,215,42,na,na,litter,-,,
77,5,F,215,43,na,na,litter,-,,
77,5,F,215,44,na,na,litter,-,,
77,5,F,215,45,na,na,coarse woody debris,-,,
77,5,F,215,46,na,na,litter,-,,
77,5,F,215,47,na,na,coarse woody debris,-,,
77,5,F,215,48,na,na,litter,-,,
77,5,F,215,49,na,na,bare ground,-,,
77,5,F,215,50,na,na,litter,-,,
77,5,NF,255,1,na,na,litter,-,,
77,5,NF,255,2,Native,Grass,sedge,18,,
77,5,NF,255,3,na,na,litter,-,,
77,5,NF,255,4,Native,Grass,sedge,40,,
77,5,NF,255,5,Native,Grass,sedge,20,,
77,5,NF,255,6,Native,Grass,sedge,15,,
77,5,NF,255,6,Native,forb,bluntleaf bedstraw,10,,
77,5,NF,255,7,Native,Grass,sedge,18,,
77,5,NF,255,8,Native,Tree/Shrub,ash,16,,
77,5,NF,255,9,na,na,litter,-,,
77,5,NF,255,10,na,na,litter,-,,
77,5,NF,255,11,na,na,litter,-,,
77,5,NF,255,12,na,na,litter,-,,
77,5,NF,255,13,na,na,litter,-,,
77,5,NF,255,14,na,na,bare ground,-,,
77,5,NF,255,15,na,na,litter,-,,
77,5,NF,255,16,na,na,coarse woody debris,-,,
77,5,NF,255,17,na,na,bare ground,-,,
77,5,NF,255,18,na,na,bare ground,-,,
77,5,NF,255,19,na,na,litter,-,,
77,5,NF,255,20,na,na,litter,-,,
77,5,NF,255,21,na,na,litter,-,,
77,5,NF,255,22,na,na,litter,-,,
77,5,NF,255,23,na,na,litter,-,,
77,5,NF,255,24,na,na,litter,-,,
77,5,NF,255,25,na,na,coarse woody debris,-,,
77,5,NF,255,26,na,na,litter,-,,
77,5,NF,255,27,na,na,litter,-,,
77,5,NF,255,28,na,na,bare ground,-,,
77,5,NF,255,29,Native,Grass,panicum grass,15,,
77,5,NF,255,30,na,na,litter,-,,
77,5,NF,255,31,na,na,bare ground,-,,
77,5,NF,255,32,na,na,bare ground,-,,
77,5,NF,255,33,na,na,bare ground,-,,
77,5,NF,255,34,na,na,bare ground,-,,
77,5,NF,255,35,na,na,bare ground,-,,
77,5,NF,255,36,na,na,bare ground,-,,
77,5,NF,255,37,na,na,bare ground,-,,
77,5,NF,255,38,Native,Grass,sedge,25,,
77,5,NF,255,39,na,na,litter,-,,
77,5,NF,255,40,na,na,coarse woody debris,-,,
77,5,NF,255,41,Native,Tree,winged elm ,60,,
77,5,NF,255,42,na,na,litter,-,,
77,5,NF,255,43,Native,forb,bluntleaf bedstraw,3,,
77,5,NF,255,44,na,na,litter,-,,
77,5,NF,255,45,na,na,bare ground,-,,
77,5,NF,255,46,na,na,bare ground,-,,
77,5,NF,255,47,na,na,bare ground,-,,
77,5,NF,255,48,na,na,bare ground,-,,
77,5,NF,255,49,Native,Grass,dichanthelium,20,,
77,5,NF,255,50,Native,Tree/Shrub,ash,32,,
77,5,NF,304,1,Native,Grass,sedge,18,,
77,5,NF,304,2,Native,Grass,dichanthelium,30,,
77,5,NF,304,3,na,na,litter,-,,
77,5,NF,304,4,na,na,litter,-,,
77,5,NF,304,5,Native,Grass,dichanthelium,25,,
77,5,NF,304,6,Native,Grass,sedge,15,,
77,5,NF,304,7,na,na,bare ground,-,,
77,5,NF,304,8,na,na,litter,-,,
77,5,NF,304,9,na,na,bare ground,-,,
77,5,NF,304,10,na,na,litter,-,,
77,5,NF,304,11,Native,Grass,sedge,15,,
77,5,NF,304,11,Native,Tree,winged elm ,4,,
77,5,NF,304,12,Native,Grass,sedge,18,,
77,5,NF,304,13,na,na,litter,-,,
77,5,NF,304,14,na,na,litter,-,,
77,5,NF,304,15,na,na,litter,-,,
77,5,NF,304,16,Native,Grass,sedge,21,,
77,5,NF,304,17,na,na,bare ground,-,,
77,5,NF,304,18,na,na,bare ground,-,,
77,5,NF,304,19,na,na,bare ground,-,,
77,5,NF,304,20,na,na,bare ground,-,,
77,5,NF,304,21,na,na,bare ground,-,,
77,5,NF,304,22,na,na,bare ground,-,,
77,5,NF,304,23,Native,forb,goldenrod,82,,
77,5,NF,304,24,Native,Tree,willow oak,28,,
77,5,NF,304,25,na,na,litter,-,,
77,5,NF,304,26,na,na,litter,-,,
77,5,NF,304,27,na,na,litter,-,,
77,5,NF,304,28,na,na,litter,-,,
77,5,NF,304,29,Native,Grass,dichanthelium,29,,
77,5,NF,304,30,Native,Grass,sedge,32,,
77,5,NF,304,31,na,na,litter,-,,
77,5,NF,304,32,na,na,litter,-,,
77,5,NF,304,33,na,na,litter,-,,
77,5,NF,304,34,na,na,litter,-,,
77,5,NF,304,35,Native,Grass,sedge,45,,
77,5,NF,304,35,Native,Tree/Shrub,ash,22,,
77,5,NF,304,36,na,na,coarse woody debris,-,,
77,5,NF,304,37,na,na,litter,-,,
77,5,NF,304,38,na,na,litter,-,,
77,5,NF,304,39,Native,Grass,sedge,38,,
77,5,NF,304,40,na,na,litter,-,,
77,5,NF,304,41,na,na,coarse woody debris,-,,
77,5,NF,304,42,na,na,bare ground,-,,
77,5,NF,304,43,na,na,litter,-,,
77,5,NF,304,44,na,na,bare ground,-,,
77,5,NF,304,45,na,na,bare ground,-,,
77,5,NF,304,46,na,na,bare ground,-,,
77,5,NF,304,47,na,na,bare ground,-,,
77,5,NF,304,48,Native,Grass,sedge,38,,
77,5,NF,304,49,na,na,litter,-,,
77,5,NF,304,50,na,na,bare ground,-,,
77,5,NF,260,1,na,na,litter,-,,
77,5,NF,260,2,na,na,litter,-,,
77,5,NF,260,3,Native,Grass,sedge,20,,
77,5,NF,260,4,Native,Grass,sedge,50,,
77,5,NF,260,5,na,na,litter,-,,
77,5,NF,260,6,na,na,coarse woody debris,-,,
77,5,NF,260,7,na,na,litter,-,,
77,5,NF,260,8,na,na,litter,-,,
77,5,NF,260,9,na,na,coarse woody debris,-,,
77,5,NF,260,10,Native,forb,apium,40,,
77,5,NF,260,11,Native,Grass,rush,20,,
77,5,NF,260,12,Native,Grass,dichanthelium,20,,
77,5,NF,260,13,na,na,litter,-,,
77,5,NF,260,14,na,na,litter,-,,
77,5,NF,260,15,na,na,litter,-,,
77,5,NF,260,16,Native,Grass,sedge,90,,
77,5,NF,260,17,Native,Grass,sedge,90,,
77,5,NF,260,18,na,na,litter,-,,
77,5,NF,260,19,Native,Grass,sedge,90,,
77,5,NF,260,20,na,na,coarse woody debris,-,,
77,5,NF,260,21,Native,Grass,sedge,90,,
77,5,NF,260,22,Native,Grass,sedge,40,,
77,5,NF,260,23,na,na,litter,-,,
77,5,NF,260,24,Native,Tree/Shrub,ash,50,,
77,5,NF,260,25,Native,Grass,dichanthelium,40,,
77,5,NF,260,26,na,na,litter,-,,
77,5,NF,260,27,na,na,coarse woody debris,-,,
77,5,NF,260,28,Native,Grass,dichanthelium,40,,
77,5,NF,260,29,na,na,bare ground,-,,
77,5,NF,260,30,Native,forb,bluntleaf bedstraw,30,,
77,5,NF,260,31,Native,Grass,sedge,30,,
77,5,NF,260,32,Native,Grass,sedge,20,,
77,5,NF,260,33,na,na,bare ground,-,,
77,5,NF,260,34,na,na,bare ground,-,,
77,5,NF,260,35,na,na,litter,-,,
77,5,NF,260,36,na,na,bare ground,-,,
77,5,NF,260,37,na,na,bare ground,-,,
77,5,NF,260,38,na,na,bare ground,-,,
77,5,NF,260,39,Native,Grass,sedge,40,,
77,5,NF,260,40,na,na,litter,-,,
77,5,NF,260,41,na,na,coarse woody debris,-,,
77,5,NF,260,42,na,na,litter,-,,
77,5,NF,260,43,na,na,coarse woody debris,-,,
77,5,NF,260,44,Native,Vine,poison ivy,20,,
77,5,NF,260,45,na,na,coarse woody debris,-,,
77,5,NF,260,46,na,na,coarse woody debris,-,,
77,5,NF,260,47,na,na,litter,-,,
77,5,NF,260,48,na,na,litter,-,,
77,5,NF,260,49,na,na,coarse woody debris,-,,
77,5,NF,260,50,Native,Grass,sedge,10,,
77,5,NF,205,1,Native,Grass,sedge,15,,
77,5,NF,205,2,na,na,litter,-,,
77,5,NF,205,3,Native,Grass,sedge,15,,
77,5,NF,205,4,na,na,litter,-,,
77,5,NF,205,5,Native,Grass,sedge,20,,
77,5,NF,205,6,Native,Tree,willow oak,15,,
77,5,NF,205,7,na,na,coarse woody debris,-,,
77,5,NF,205,8,Native,forb,smartweed,20,,
77,5,NF,205,9,Native,Grass,sedge,10,,
77,5,NF,205,10,na,na,litter,-,,
77,5,NF,205,11,na,na,coarse woody debris,-,,
77,5,NF,205,12,na,na,bare ground,-,,
77,5,NF,205,13,na,na,bare ground,-,,
77,5,NF,205,14,na,na,bare ground,-,,
77,5,NF,205,15,na,na,bare ground,-,,
77,5,NF,205,16,na,na,bare ground,-,,
77,5,NF,205,17,na,na,bare ground,-,,
77,5,NF,205,18,na,na,litter,-,,
77,5,NF,205,19,Native,Vine,poison ivy,20,,
77,5,NF,205,20,na,na,bare ground,-,,
77,5,NF,205,21,na,na,bare ground,-,,
77,5,NF,205,22,na,na,litter,-,,
77,5,NF,205,23,na,na,coarse woody debris,-,,
77,5,NF,205,24,na,na,coarse woody debris,-,,
77,5,NF,205,25,na,na,bare ground,-,,
77,5,NF,205,26,na,na,bare ground,-,,
77,5,NF,205,27,Native,forb,bluntleaf bedstraw,10,,
77,5,NF,205,28,na,na,bare ground,-,,
77,5,NF,205,29,Native,Grass,sedge,20,,
77,5,NF,205,30,na,na,bare ground,-,,
77,5,NF,205,31,na,na,bare ground,-,,
77,5,NF,205,32,na,na,bare ground,-,,
77,5,NF,205,33,Native,Grass,sedge,30,,
77,5,NF,205,34,Native,Vine,peppervine,25,,
77,5,NF,205,35,na,na,bare ground,-,,
77,5,NF,205,36,na,na,coarse woody debris,-,,
77,5,NF,205,37,Native,forb,bluntleaf bedstraw,20,,
77,5,NF,205,38,Native,forb,bluntleaf bedstraw,10,,
77,5,NF,205,39,na,na,litter,-,,
77,5,NF,205,40,na,na,litter,-,,
77,5,NF,205,41,na,na,coarse woody debris,-,,
77,5,NF,205,42,na,na,bare ground,-,,
77,5,NF,205,43,na,na,litter,-,,
77,5,NF,205,44,na,na,litter,-,,
77,5,NF,205,45,Native,Grass,sedge,20,,
77,5,NF,205,46,na,na,coarse woody debris,-,,
77,5,NF,205,47,na,na,litter,-,,
77,5,NF,205,48,na,na,litter,-,,
77,5,NF,205,49,na,na,coarse woody debris,-,,
77,5,NF,205,50,na,na,litter,-,,
MC2,5,NF,320,1,Native,Vine,muscadine,20,,
MC2,5,NF,320,1,Native,Tree/Shrub,american beautyberry,40,,
MC2,5,NF,320,2,Native,Grass,dichanthelium,10,,
MC2,5,NF,320,3,Native,Grass,dichanthelium,5,,
MC2,5,NF,320,4,Native,Tree,tulip poplar,50,,
MC2,5,NF,320,5,na,na,litter,-,,
MC2,5,NF,320,6,Native,Grass,dichanthelium,5,,
MC2,5,NF,320,7,Native,Grass,dichanthelium,5,,
MC2,5,NF,320,7,Native,Vine,yellow jessamine,10,,
MC2,5,NF,320,8,Native,Tree,persimmon,30,,
MC2,5,NF,320,9,Native,Grass,dichanthelium,10,,
MC2,5,NF,320,10,Native,Vine,poison ivy,20,,
MC2,5,NF,320,11,Native,Vine,virginia creeper,10,,
MC2,5,NF,320,12,Native,Grass,spike grass,15,,
MC2,5,NF,320,13,na,na,litter,-,,
MC2,5,NF,320,14,na,na,litter,-,,
MC2,5,NF,320,15,Native,Grass,spike grass,10,,
MC2,5,NF,320,15,Native,Vine,virginia creeper,20,,
MC2,5,NF,320,16,Native,Tree,two-wing silverbell,80,,
MC2,5,NF,320,17,Native,Grass,spike grass,20,,
MC2,5,NF,320,18,Native,Grass,spike grass,15,,
MC2,5,NF,320,19,Native,Grass,dichanthelium,15,,
MC2,5,NF,320,20,Native,Vine,virginia creeper,12,,
MC2,5,NF,320,21,Native,Vine,crossvine,20,,
MC2,5,NF,320,22,Native,forb,yellow woodsorrel,10,,
MC2,5,NF,320,23,Native,Grass,spike grass,10,,
MC2,5,NF,320,23,Native,Tree/Shrub,pawpaw,30,,
MC2,5,NF,320,23,Native,Tree,two-wing silverbell,150,,
MC2,5,NF,320,24,Native,Grass,spike grass,10,,
MC2,5,NF,320,24,Native,Tree/Shrub,pawpaw,130,,
MC2,5,NF,320,25,Native,Grass,spike grass,20,,
MC2,5,NF,320,26,Native,forb,wingstem,50,,
MC2,5,NF,320,27,Native,forb,wingstem,35,,
MC2,5,NF,320,28,na,na,bare ground,-,,
MC2,5,NF,320,29,na,na,bare ground,-,,
MC2,5,NF,320,30,Native,forb,elephants-foot,20,,
MC2,5,NF,320,31,na,na,litter,-,,
MC2,5,NF,320,32,na,na,litter,-,,
MC2,5,NF,320,33,Native,Grass,sedge,10,,
MC2,5,NF,320,34,na,na,bare ground,-,,
MC2,5,NF,320,35,Native,forb,american jumpseed,40,,
MC2,5,NF,320,36,Native,Grass,sedge,10,,
MC2,5,NF,320,37,Native,Grass,dichanthelium,30,,
MC2,5,NF,320,38,Native,Grass,sedge,25,,
MC2,5,NF,320,39,Invasive,Tree/Shrub,chinese privet,100,,
MC2,5,NF,320,40,Invasive,Grass,japan grass ,40,,
MC2,5,NF,320,41,Native,Grass,spike grass,40,,
MC2,5,NF,320,42,Native,Grass,dichanthelium,10,,
MC2,5,NF,320,43,Native,Vine,smilax,50,,
MC2,5,NF,320,44,Native,forb,yellow woodsorrel,10,,
MC2,5,NF,320,45,Native,Grass,spike grass,50,,
MC2,5,NF,320,46,Native,forb,wingstem,30,,
MC2,5,NF,320,47,Native,Grass,sedge,10,,
MC2,5,NF,320,48,Native,Vine,virginia creeper,10,,
MC2,5,NF,320,49,Native,Tree,water oak,20,,
MC2,5,NF,320,50,Native,Grass,sedge,10,,
MC2,5,NF,0,1,Invasive,Grass,rye grass,40,,
MC2,5,NF,0,2,Native,forb,american jumpseed,20,,
MC2,5,NF,0,3,Native,Tree/Shrub,american sycamore,140,,
MC2,5,NF,0,4,Native,Grass,sedge,10,,
MC2,5,NF,0,5,Native,Grass,sedge,10,,
MC2,5,NF,0,6,Native,Vine,muscadine,20,,
MC2,5,NF,0,7,Native,Tree/Shrub,american elm,60,,
MC2,5,NF,0,7,Native,Vine,muscadine,110,,
MC2,5,NF,0,8,Native,Tree,two-wing silverbell,65,,
MC2,5,NF,0,9,Native,Tree,willow oak,30,,
MC2,5,NF,0,10,Native,Fern,fern ,30,,
MC2,5,NF,0,11,Native,Grass,sedge,20,,
MC2,5,NF,0,12,Native,Grass,dichanthelium,30,,
MC2,5,NF,0,13,Native,Vine,virginia creeper,15,,
MC2,5,NF,0,14,na,na,litter,-,,
MC2,5,NF,0,15,Invasive,forb,brazilian vervain,50,,
MC2,5,NF,0,16,Native,Fern,christmas fern,40,,
MC2,5,NF,0,17,Native,Grass,spike grass,40,,
MC2,5,NF,0,18,Native,forb,american jumpseed,10,,
MC2,5,NF,0,19,na,na,coarse woody debris,-,,
MC2,5,NF,0,20,Native,Tree/Shrub,dwarf pawpaw,30,,
MC2,5,NF,0,21,na,na,litter,-,,
MC2,5,NF,0,22,na,na,litter,-,,
MC2,5,NF,0,23,na,na,litter,-,,
MC2,5,NF,0,24,na,na,coarse woody debris,-,,
MC2,5,NF,0,25,na,na,litter,-,,
MC2,5,NF,0,26,Native,Tree/Shrub,dwarf pawpaw,30,,
MC2,5,NF,0,27,na,na,litter,-,,
MC2,5,NF,0,28,Native,Grass,dichanthelium,20,,
MC2,5,NF,0,29,Native,Tree/Shrub,dwarf pawpaw,40,,
MC2,5,NF,0,30,Native,Grass,dichanthelium,30,,
MC2,5,NF,0,31,na,na,litter,-,,
MC2,5,NF,0,32,na,na,litter,-,,
MC2,5,NF,0,33,Native,Grass,spike grass,20,,
MC2,5,NF,0,33,Native,Tree/Shrub,dwarf pawpaw,60,,
MC2,5,NF,0,34,Native,Grass,spike grass,10,,
MC2,5,NF,0,35,Native,Fern,fern ,40,,
MC2,5,NF,0,36,Native,forb,goldenrod,20,,
MC2,5,NF,0,37,na,na,coarse woody debris,-,,
MC2,5,NF,0,38,Native,Grass,sedge,20,,
MC2,5,NF,0,39,na,na,bare ground,-,,
MC2,5,NF,0,40,na,na,bare ground,-,,
MC2,5,NF,0,41,na,na,bare ground,-,,
MC2,5,NF,0,42,Native,Vine,smilax,30,X,
MC2,5,NF,0,43,Native,Grass,spike grass,10,,
MC2,5,NF,0,44,Native,Grass,spike grass,10,,
MC2,5,NF,0,45,Native,Tree/Shrub,dwarf pawpaw,30,,
MC2,5,NF,0,46,na,na,litter,-,,
MC2,5,NF,0,47,na,na,litter,-,,
MC2,5,NF,0,48,na,na,coarse woody debris,-,,
MC2,5,NF,0,49,Native,Grass,spike grass,30,,
MC2,5,NF,0,50,Native,Vine,smilax,40,,
MC2,5,NF,340,1,Native,forb,american jumpseed,20,,
MC2,5,NF,340,2,na,na,bare ground,-,,
MC2,5,NF,340,3,na,na,litter,-,,
MC2,5,NF,340,4,Native,Fern,fern ,10,,
MC2,5,NF,340,5,Native,Vine,virginia creeper,10,,
MC2,5,NF,340,6,Native,Grass,spike grass,10,,
MC2,5,NF,340,7,Native,Grass,spike grass,10,,
MC2,5,NF,340,8,Native,Grass,spike grass,10,,
MC2,5,NF,340,9,Native,Vine,crossvine,20,,
MC2,5,NF,340,10,Native,Grass,spike grass,10,,
MC2,5,NF,340,11,Native,Vine,virginia creeper,10,,
MC2,5,NF,340,12,na,na,litter,-,,
MC2,5,NF,340,13,Native,Vine,crossvine,10,,
MC2,5,NF,340,14,Native,Tree/Shrub,dwarf pawpaw,40,,
MC2,5,NF,340,15,Native,Grass,spike grass,10,,
MC2,5,NF,340,16,na,na,litter,-,,
MC2,5,NF,340,17,Native,Tree/Shrub,dwarf pawpaw,10,,
MC2,5,NF,340,18,na,na,litter,-,,
MC2,5,NF,340,19,Native,Grass,spike grass,20,,
MC2,5,NF,340,20,Native,Vine,muscadine,10,,
MC2,5,NF,340,21,na,na,litter,-,,
MC2,5,NF,340,22,na,na,litter,-,,
MC2,5,NF,340,23,na,na,litter,-,,
MC2,5,NF,340,24,Native,Grass,spike grass,20,,
MC2,5,NF,340,25,Native,Tree/Shrub,dwarf pawpaw,40,,
MC2,5,NF,340,26,Native,Grass,spike grass,10,,
MC2,5,NF,340,27,Native,Vine,crossvine,20,,
MC2,5,NF,340,28,Native,Vine,crossvine,20,,
MC2,5,NF,340,29,Native,Vine,smilax,50,,
MC2,5,NF,340,30,Native,Tree/Shrub,dwarf pawpaw,100,,
MC2,5,NF,340,31,na,na,water,-,,
